1	7.0	8.1	488
2	16.2	10.4	489
3	17.9	9.3	486
3	17.0	8.2	486
3	16.0	10.1	486
4	4.5	11.2	490
4	4.3	10.4	490
4	4.3	11.1	490
4	4.7	10.9	490
5	9.2	7.8	486
5	9.7	7.6	487
5	8.6	7.2	487
5	9.1	7.2	486
5	8.9	7.2	486
6	3.6	10.6	487
6	4.4	10.2	487
6	3.5	10.0	487
6	4.4	10.2	487
6	4.0	9.5	487
7	9.5	3.5	489
7	10.0	3.4	489
7	9.8	3.5	490
7	9.9	3.7	490
7	9.5	3.4	490
7	9.4	3.7	490
8	9.6	3.4	490
8	10.0	3.8	490
8	9.3	3.9	490
8	9.6	3.9	490
8	9.2	8.6	287
8	10.0	8.5	287
8	10.5	8.4	284
8	9.6	8.5	284
8	10.2	8.5	284
